codigo;dataAlteracao;margemMinima;margemVenda;descricao;apresentacaoQuantidade;nomeQuimico;laboratorio;ean;registro;ncm;lista;categoria;tipoArmazenamento;produtoControlado;exclusivoHospitalar;classificacaofiscal;Origem;ufLaboratorio;observacao;nivel;aumento;oncoProdRS_17_SC;oncoProdRS_175_RS;oncoProdRS_18_PR;oncoProdPE_17_AL;oncoProdPE_18_BA_CE_MA_PB_PE_PI_RN_SE;oncoprodSP_12_SP_MG;oncoprodSP_17_AC_AL_GO_MS_MT_PA_RR;oncoprodSP_175_RO;oncoprodSP_18_AM_AP_BA_CE_MA_MG_PB_PI_RN_SE_TO;oncoprodSP_18_SP;oncoprodSP_20_RJ;oncoprodDF_12_SP_MG;oncoprodDF_17_AC_AL_GO_MS_MT_PA_RR;oncoprodDF_17_DF;oncoprodDF_17_GO;oncoprodDF_175_RO;oncoprodDF_18_AM_AP_BA_CE_MA_MG_PB_PI_RN_SE_TO_SP;oncoprodDF_20_RJ;oncoprodES_12_SP_MG;oncoprodES_17_ES;oncoprodES_18_SP;oncoprodES_20_RJ;pf_0;pf_12;pf_17;pf_175;pf_18;pf_20;PMC_0;PMC_12;PMC_17;PMC_175;PMC_18;PMC_20;indicacao
3601;25/05/2021;FÁBRICA;FÁBRICA;ACTILYSE 10MG PO LIOF INJ FA VD + FA DIL X 10ML;1;ALTEPLASE ;BOEHRINGER;7,90E+12;1,04E+12;3004.90.19; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);IMPORTADO;SP;ORIENTAÇÃO SERGIO ROZA GERENTE DO LABORATÓRIO VENDER A PREÇO FÁBRICA;3;0,0679;446,02;446,02;446,02;446,02;446,02;0;0;0;0;0;0;0;446,02;446,02;543,93;446,02;446,02;0;0;446,02;543,93;446,02;446,02;0;537,37;540,63;543,93;557,53;0;0;0;0;0;0;Infarto agudo do miocárdio
3602;25/05/2021;FÁBRICA;FÁBRICA;ACTILYSE 20MG PO LIOF INJ FA VD + FA DIL X 20M L;1;ALTEPLASE ;BOEHRINGER;7,90E+12;1,04E+12;3004.90.19; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);IMPORTADO;SP;ORIENTAÇÃO SERGIO ROZA GERENTE DO LABORATÓRIO VENDER A PREÇO FÁBRICA ;3;0,0679;892,05;892,05;892,05;892,05;892,05;0;0;0;0;0;0;0;892,05;892,05;1087,87;892,05;892,05;0;0;892,05;1087,87;892,05;892,05;0;1074,76;1081,27;1087,87;1115,06;0;0;0;0;0;0;Infarto agudo do miocárdio
453;20/05/2021;FÁBRICA;FÁBRICA;ACTILYSE 50 MG CX C/ 1 FA + DIL. 50 ML;1;ALTEPLASE ;BOEHRINGER;7,90E+12;1,04E+12;3004.90.19; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);IMPORTADO;SP;ORIENTAÇÃO SERGIO ROZA GERENTE DO LABORATÓRIO VENDER A PREÇO FÁBRICA ;3;0,0679;2230,13;2230,13;2230,13;2230,13;2230,13;0;0;0;0;0;0;0;2230,13;2230,13;2719,67;2230,13;2230,13;0;0;2230,13;2719,67;2230,13;2230,13;0;2686,9;2703,19;2719,67;2787,66;0;0;0;0;0;0;Infarto agudo do miocárdio
3804;07/07/2021;2%;4%;ADCETRIS 50MG INJ C 1 AMP ;1;BRENTUXIMABE VEDOTINA ;TAKEDA/SHIRE;7,90E+12;1,06E+12;3002.15.90; NEGATIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NACIONAL;SP;0;3;0,0679;17817,16;17930,65;18045,59;0;16952,67;0;0;0;0;0;0;0;17056,85;16234,84;0;17165,5;17275,53;17730,15;0;18567,3;0;0;15053,52;17395,67;18602,05;18731,99;18863,73;19409,88;0;0;0;0;0;0;Linfoma de Hodgkin (LH) CD30+ recidivado ou refratário
74;07/04/2021;FÁBRICA;FÁBRICA;ADRIBLASTINA RD 10MG;1;DOXORRUBICINA, CLORIDRATO DE ;PFIZER/WYETH;7,89E+12;1,21E+12;3004.20.69; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);IMPORTADO;SP;DESCONTO REDUZIDO PARA 0% EM AGOSTO/2018 - NÃO VALE A PENA VENDER O ITEM, NÃO TEREMOS MARGEM!;3;0,0679;48,39;48,39;48,39;48,39;48,39;0;0;0;0;0;0;0;48,39;48,39;55,1646;48,39;48,39;0;0;48,39;55,1646;48,39;48,39;54,99;58,3;58,65;59,01;60,49;0;0;0;0;0;0;Câncer de mama, pulmão, bexiga, tireoide e ovário
513;22/04/2021;2%;FÁBRICA;AFINITOR 10 MG CX C/ 30 CPS.;30;EVEROLIMO ;NOVARTIS;7,90E+12;1,01E+12;3004.90.78; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);NACIONAL;SP;ORIENTAÇÃO GERENTE IOLE, NÃO VENDER PARA FARMÁCIAS/ DELIVERY E DISTRIBUIDORAS;3;0,0679;11886,09;11886,09;11886,09;11886,09;11886,09;0;0;0;0;0;0;0;11886,09;11886,09;12599,2554;11886,09;11886,09;0;0;11886,09;12599,2554;11886,09;11886,09;13506,92;14320,59;14407,38;14495,23;14857,61;16431,8242;18672,52;19797,38;19917,36;20038,81;20539,77;Câncer avançado de mama, estômago, intestino, pulmão, pâncreas, rim ou cerebral
1359;22/04/2021;2%;FÁBRICA;AFINITOR 2,5MG CX C/ 30 COMP.;30;EVEROLIMO ;NOVARTIS;7,90E+12;1,01E+12;3004.90.78; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);NACIONAL;SP;ORIENTAÇÃO GERENTE IOLE, NÃO VENDER PARA FARMÁCIAS/ DELIVERY E DISTRIBUIDORAS;3;0,0679;2971,47;2971,47;2971,47;2971,47;2971,47;0;0;0;0;0;0;0;2971,47;2971,47;3149,7582;2971,47;2971,47;0;0;2971,47;3149,7582;2971,47;2971,47;3376,67;3580,08;3601,78;3623,74;3714,34;4107,8802;4668,05;4949,25;4979,25;5009,61;5134,86;Câncer avançado de mama, estômago, intestino, pulmão, pâncreas, rim ou cerebral
514;22/04/2021;2%;4%;AFINITOR 5 MG CX C/ 30 CPS.;30;EVEROLIMO ;NOVARTIS;7,90E+12;1,01E+12;3004.90.78; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);NACIONAL;SP;ORIENTAÇÃO GERENTE IOLE, NÃO VENDER PARA FARMÁCIAS/ DELIVERY E DISTRIBUIDORAS;3;0,0679;5819,22;5819,22;5819,22;5819,22;5819,22;0;0;0;0;0;0;0;5819,22;5819,22;6168,3732;5819,22;5819,22;0;0;5819,22;6168,3732;5819,22;5943,03;6753,45;7160,28;7203,67;7247,6;7428,79;8215,8916;9336,25;9898,67;9958,65;10019,38;10269,87;Câncer avançado de mama, estômago, intestino, pulmão, pâncreas, rim ou cerebral
110840;07/04/2021;FÁBRICA;FÁBRICA;AFREZZA 12U PO INAL 90REF+2INAL;2;INSUL HUMANA ;BIOMM;7,90E+12;1,33E+12;3004.31.00; POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;MG;0;0;0;2460,751324;2475,663504;2490,76;0;2490,76;0;2460,751324;2475,663504;2490,76;2490,76;2553,029;0;0;2460,751324;0;0;0;0;0;2460,751324;0;0;2042,4232;2320,935002;2460,751324;2475,663504;2490,76;2553,029;2823,530257;3208,556485;3401,844348;3422,459562;3443,329582;3529,412822;Insulina Inalável
110841;07/04/2021;FÁBRICA;FÁBRICA;AFREZZA 4+8U PO INAL 180REF+2INA;2;INSUL HUMANA ;BIOMM;7,90E+12;1,33E+12;3004.31.00; POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;MG;0;0;0;2111,569569;2124,365703;2137,32;0;2137,32;0;2111,569569;2124,365703;2137,32;2137,32;2190,753;0;0;2111,569569;0;0;0;0;0;2111,569569;0;0;1752,6024;1991,593248;2111,569569;2124,365703;2137,32;2190,753;2422,870004;2753,26083;2919,121056;2936,810961;2954,719516;3028,587504;Insulina Inalável
110836;07/04/2021;FÁBRICA;FÁBRICA;AFREZZA 8U PO INAL 90REF+ 2INAL;2;INSUL HUMANA ;BIOMM;7,90E+12;1,33E+12;3004.31.00; POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;MG;0;0;0;1633,795981;1643,696803;1653,72;0;1653,72;0;1633,795981;1643,696803;1653,72;1653,72;1695,063;0;0;1633,795981;0;0;0;0;0;1633,795981;0;0;1356,0504;1540,966063;1633,795981;1643,696803;1653,72;1695,063;1874,660127;2130,295183;2258,627099;2272,314405;2286,170886;2343,325158;Insulina Inalável
3019;07/04/2021;FÁBRICA;FÁBRICA;AGRASTAT 0,25MG C 1 FR AMP50 ML ;1; TIROFIBANA, CLOR DE ;MSD/SCHERING;7,90E+12;1,38E+12;3004.90.79; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;ES;0;3;0,0679;1009,92;1016,04;1022,23;0;1022,23;0;0;0;0;0;0;0;1009,92;1009,92;0;1016,04;1022,23;1047,8;0;1009,92;0;0;838,23;952,54;1009,92;1016,04;1022,23;1047,8;0;0;0;0;0;0;Indicada para prevenir a formação de coágulos de sangue, que podem causar ataque cardíaco e outros sérios problemas do fluxo sanguíneo
110218;05/07/2021;3%;5%;AGRYLIN 0,5 MG C 100 CAPS;100;ANAGRELIDA CLORIDRATO DE ;TAKEDA/SHIRE;2,00E+12;;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;0;0;0;2852,92;2871,33;2889,97;0;2664,02;0;2852,84;2871,24;2889,89;2889,89;2966,95;0;0;2487,58;0;0;0;0;0;2852,89;0;0;0;2661,74;2822,08;2839,19;2856,5;2927,91;0;3679,7;3901,36;3925,01;3948,94;4047,66;Indicado como terapia de segunda linha para o tratamento de pacientes com trombocitemia essencial
111282;25/05/2021;TABELA;TABELA;AJOVY 150MG ML INJ 1SR PRE 1,5ML ;1;FREMANEZUMABE;TEVA;7,90E+12;1,56E+12;3002.15.90; NEGATIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SP;0;2;0,0843;1924,6325;1924,6325;1924,6325;0;1924,6325;0;0;0;0;0;0;0;1924,6325;1924,6325;0;1924,6325;1924,6325;1924,6325;0;1924,6325;0;0;1962,661373;2268,027378;2425,318369;2442,255263;2459,437774;2530,634667;2686,921618;3029,589584;3232,768238;3254,596114;3276,733681;3368,359501;Indicado para o tratamento profilático da enxaqueca em adultos que têm pelo menos 4 dias de enxaqueca por mês
110267;07/04/2021;FÁBRICA;FÁBRICA;AKYNZEO 0,56MG + 300MG C/1 CAPS;1;PALONOSETRONA+NE, CLORIDRATO DE ;MUNDIPHARMA;7,90E+12;1,92E+12;3004.90.69; NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;DESCONTO ESCALONADO - 1 A 10 CAIXAS (5%) É O VALOR DA TABELA * 11 A 30 CXS 10% * 31 A 50 CXS 15% * ACIMA DE 50 CXS 20%;3;0,0679;311,7;313,88;316,08;0;316,08;0;311,7;313,88;316,08;316,08;325,24;0;0;311,7;0;0;0;0;0;311,7;0;0;0;291,49;311,7;313,88;316,08;325,24;0;389,37;415,47;418,28;421,12;432,91;Prevenção de náusea e vômitos por conta da quimioterapia antineoplásica
4295;25/05/2021;TABELA;TABELA;ALBUREX 200G L SOL INJ FA X 50ML;1;ALBUMINA HUMANA ;CSL BEHRING;7,90E+12;1,02E+12;3002.15.90; POSITIVA;SIMILAR;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SP;NÃO VENDER ABAIXO DE 129,00 DE FORMA ALGUMA;3;0,0679;137,7591;137,7591;137,7591;0;137,7591;0;0;0;0;0;0;0;137,7591;137,7591;0;137,7591;137,7591;137,7591;0;137,7591;0;0;204,52;232,41;246,41;247,9;249,41;255,65;0;0;0;0;0;0;Restauração e a manutenção do volume sanguíneo circulante
1239;07/04/2021;2%;FÁBRICA;ALDACTONE 100 MG CX. C/ 16 COMPR.;16;ESPIRONOLACTONA ;PFIZER/WYETH;7,89E+12;1,21E+12;3004.32.20; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;0;3;0,0679;30,65;30,84;31,02;0;31,02;0;30,65;30,84;31,02;31,02;31,8;0;0;30,65;0;0;0;0;0;30,65;0;0;25,44;28,91;30,65;30,84;31,02;31,8;35,17;39,97;42,37;42,63;42,88;43,96;Tratamento da hipertensão essencial
1225;07/04/2021;2%;FÁBRICA;ALDACTONE 25 MG CX. C/ 30 COMPR.;30;ESPIRONOLACTONA ;PFIZER/WYETH;7,89E+12;1,21E+12;3004.32.20; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;0;3;0,0679;26,86;27,02;27,18;0;27,18;0;26,86;27,02;27,18;27,18;27,86;0;0;26,86;0;0;0;0;0;26,86;0;0;22,29;25,33;26,86;27,02;27,18;27,86;30,81;35,02;37,13;37,35;37,57;38,51;Tratamento da hipertensão essencial
1330;07/04/2021;2%;FÁBRICA;ALDACTONE 50MG CX. C/ 30COMPR.;30;ESPIRONOLACTONA ;PFIZER/WYETH;7,89E+12;1,21E+12;3004.32.20; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;0;3;0,0679;42,27;42,52;42,78;0;42,78;0;42,27;42,52;42,78;42,78;43,85;0;0;42,27;0;0;0;0;0;42,27;0;0;35,08;39,86;42,27;42,52;42,78;43,85;48,5;55,1;58,44;58,78;59,14;60,62;Tratamento da hipertensão essencial
110674;09/04/2021;FÁBRICA;FÁBRICA;ALECENSA 150MG CAP DURA CT X 224;224;ALECTINIBE, CLORIDRATO DE ;ROCHE;7,61E+12;1,01E+12;3004.90.69; NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;GO;0;3;0,0679;28241,32;28438,57;28638,59;0;28638,59;0;28241,32;28438,57;28638,59;28638,59;29467,73;0;0;28241,32;0;0;0;0;0;28241,32;0;0;22853,99;26409,8;28241,32;28438,57;28638,59;29467,73;30657,8139;35277,79;37643,55;37897,78;38155,43;39222,53;Câncer de pulmão
89;08/04/2021;2%;5%;ALFAINTERFERONA 2B RECOMB. 10.000MUI C/5FA+5AMP DIL 1ML;5;ALFAINTERFERONAB ;ACHE/BIOSINTETICA;7,90E+12;1,06E+12;3002.15.90; POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);NACIONAL;SP;CLIENTES COM OL - VERIFICAR NO SISTEMA VISÃO;3;0,0679;969,02;969,02;969,02;969,02;969,02;0;0;0;0;0;0;0;969,02;969,02;1027,1612;969,02;969,02;0;0;969,02;1027,1612;969,02;1345,86;1529,39;1621,52;1631,35;1641,29;1682,33;1860,57;2114,29;2241,66;2255,25;2268,99;2325,72;Tratamento de Hepatites B e C crônicas, Aids e Leocemia 
87;08/04/2021;2%;5%;ALFAINTERFERONA 2B RECOMB. 3000MUI C/5FA+5AMP DIL 1ML;5;ALFAINTERFERONAB ;ACHE/BIOSINTETICA;7,90E+12;1,06E+12;3002.15.90; POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);NACIONAL;SP;CLIENTES COM OL - VERIFICAR NO SISTEMA VISÃO;3;0,0679;287,07;287,07;287,07;287,07;287,07;0;0;0;0;0;0;0;287,07;287,07;304,2942;287,07;287,07;0;0;287,07;304,2942;287,07;473,47;538,03;570,45;573,9;577,4;591,84;654,54;743,79;788,61;793,38;798,22;818,18;Tratamento de Hepatites B e C crônicas, Aids e Leocemia 
88;08/04/2021;2%;5%;ALFAINTERFERONA 2B RECOMB. 5.000MUI C/5FA+5AMP DIL 1ML;5;ALFAINTERFERONAB ;ACHE/BIOSINTETICA;7,90E+12;1,06E+12;3002.15.90; POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);NACIONAL;SP;CLIENTES COM OL - VERIFICAR NO SISTEMA VISÃO;3;0,0679;509,65;509,65;509,65;509,65;509,65;0;0;0;0;0;0;0;509,65;509,65;540,229;509,65;509,65;0;0;509,65;540,229;509,65;707,85;804,38;852,83;858;863,23;884,81;978,56;1112,01;1178,99;1186,13;1193,36;1223,2;Tratamento de Hepatites B e C crônicas, Aids e Leocemia 
687;07/04/2021;2%;FÁBRICA;ALIMTA 100MG FR.;1;PEMETREXEDE ;ELI LILLY;7,90E+12;1,13E+12;3004.90.68; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);NACIONAL;SP;SEMPRE VERIFICAR A O.L DO CLIENTE ;1;0,1008;1447,16;1447,16;1447,16;1447,16;1447,16;0;0;0;0;0;0;0;1447,16;1447,16;1533,9896;1447,16;1447,16;0;0;1447,16;1533,9896;1447,16;1447,16;1644,5;1743,57;1754,13;1764,83;1808,94;0;0;0;0;0;0;Câncer de pulmão, sem possibilidade de cirurgia 
2081;07/04/2021;2%;FÁBRICA;ALIMTA 500MG FR.;1;PEMETREXEDE ;ELI LILLY;7,90E+12;1,13E+12;3004.90.68; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);NACIONAL;SP;SEMPRE VERIFICAR A O.L DO CLIENTE ;1;0,1008;7235,91;7235,91;7235,91;7235,91;7235,91;0;0;0;0;0;0;0;7235,91;7235,91;7670,0646;7235,91;7235,91;0;0;7235,91;7670,0646;7235,91;7235,91;8222,63;8717,96;8770,8;8824,28;9044,89;0;0;0;0;0;0;Câncer de pulmão, sem possibilidade de cirurgia 
1585;07/04/2021;FÁBRICA;FÁBRICA;ALKERAN 2 MG C/25 CPS;25;MELFALANA ;ASPEN PHARMA;7,90E+12;1,38E+12;3004.90.38; POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;ES;0;2;0,0843;124,27;125,03;125,79;0;125,79;0;0;0;0;0;0;0;124,27;124,27;0;125,03;125,79;128,93;0;124,27;0;0;103,14;117,21;124,27;125,03;125,79;128,93;142,59;162,04;171,8;172,85;173,89;178,24;Câncer de ovariano avançado e Câncer de mama 
1584;07/04/2021;FÁBRICA;FÁBRICA;ALKERAN 50 MG FR.AMP+DIL.;1;MELFALANA ;ASPEN PHARMA;7,90E+12;1,38E+12;3004.90.38; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NACIONAL;ES;0;2;0,0843;178,65;179,73;180,83;0;180,83;0;0;0;0;0;0;0;178,65;178,65;0;179,73;180,83;185,35;0;178,65;0;0;148,28;168,5;178,65;179,73;180,83;185,35;0;0;0;0;0;0;Câncer de ovariano avançado e Câncer de mama 
